Rank,Release Group,Worldwide,Domestic,Foreign,Year,Domestic %,Foreign %
308,Megamind,321885765,148415853,173469912,2010,0.4610823749848024,0.5389176250151976
309,Green Book,321752656,85080171,236672485,2018,0.26442725308847176,0.7355727469115282
310,Robin Hood,321669741,105269730,216400011,2010,0.327260281532045,0.672739718467955
311,The Conjuring 2,320392818,102470008,217922810,2016,0.31982617038562955,0.6801738296143705
312,The Last Airbender,319713881,131772187,187941694,2010,0.4121566026093187,0.5878433973906814
313,The Conjuring,319494638,137400141,182094497,2013,0.4300546070510266,0.5699453929489734
314,The Expendables 2,314975955,85028192,229947763,2012,0.26995137454222495,0.730048625457775
315,Chicken Little,314432837,135386665,179046172,2005,0.4305741928601433,0.5694258071398567
316,A Beautiful Mind,313542341,170742341,142800000,2001,0.5445591190505272,0.45544088094947277
317,Maze Runner: The Scorch Trials,312296056,81697192,230598864,2015,0.2616017411375826,0.7383982588624174
318,Resident Evil: The Final Chapter,312242626,26830068,285412558,2016,0.085926986791355,0.914073013208645
319,The Lego Batman Movie,311950384,175750384,136200000,2017,0.5633921066114155,0.4366078933885845
320,Little Fockers,310650585,148438600,162211985,2010,0.47783138731253316,0.5221686126874668
321,Knives Out,309232797,165363234,143869563,2019,0.5347532202413834,0.4652467797586166
322,The Ex-File 3: The Return of The Exes,307592427,838959,306753468,2017,0.002727502130603495,0.9972724978693965
323,The Fault in Our Stars,307166834,124872350,182294484,2014,0.40652940414784494,0.593470595852155
324,Rise of the Guardians,306941670,103412758,203528912,2012,0.33691338813657984,0.6630866118634202
325,Chicago,306776732,170687518,136089214,2002,0.556390039385386,0.443609960614614
326,Sonic the Hedgehog,306766470,146066470,160700000,2020,0.47614874598257106,0.5238512540174289
327,Annabelle: Creation,306515884,102092201,204423683,2017,0.33307311734617967,0.6669268826538203
328,Wonder,305937718,132422809,173514909,2017,0.43284237676114196,0.5671576232388581
329,Skyscraper,304868961,68420120,236448841,2018,0.22442468323300382,0.7755753167669962
330,A Good Day to Die Hard,304654182,67349198,237304984,2013,0.22106769569964413,0.7789323043003559
331,Dangal,303723636,12391761,291331875,2016,0.04079946217949267,0.9592005378205073
332,Passengers,303144152,100014699,203129453,2016,0.3299245535173642,0.6700754464826357
333,Battleship,303025485,65422625,237602860,2012,0.21589809517176417,0.7841019048282358
334,Wrath of the Titans,301970083,83670083,218300000,2012,0.27708070338875257,0.7229192966112474
335,Resident Evil: Afterlife,300228084,60128566,240099518,2010,0.20027628727764188,0.7997237127223581
336,Van Helsing,300157638,120177084,179980554,2004,0.4003798963796483,0.5996201036203517
337,Alice Through the Looking Glass,299457024,77041381,222415643,2016,0.257270241889534,0.7427297581104659
338,Real Steel,299268508,85468508,213800000,2011,0.28559138604720813,0.7144086139527919
339,Ocean's 8,297718711,140218711,157500000,2018,0.47097715333048046,0.5290228466695195
340,The Divergent Series: Insurgent,297002527,130179072,166823455,2015,0.4383096444159211,0.5616903555840789
341,Austin Powers in Goldmember,296938801,213307889,83630912,2002,0.7183564030084435,0.2816435969915565
342,Miss Peregrine's Home for Peculiar Children,296482446,87242834,209239612,2016,0.29425969455203427,0.7057403054479657
343,X-Men,296339528,157299718,139039810,2000,0.5308090994867212,0.46919090051327883
344,Ferdinand,296069199,84410380,211658819,2017,0.28510355107894897,0.7148964489210511
345,Shutter Island,294804195,128012934,166791261,2010,0.4342303677191568,0.5657696322808432
346,Salt,293503354,118311368,175191986,2010,0.4031005655901295,0.5968994344098705
347,What Lies Beneath,291420351,155464351,135956000,2000,0.533471154181679,0.46652884581832105
348,Pacific Rim: Uprising,290930148,59874525,231055623,2018,0.20580378283793402,0.794196217162066
349,Sex and the City 2,290745055,95347692,195397363,2010,0.3279426093764518,0.6720573906235482
350,The Bourne Supremacy,290633422,176241941,114391481,2004,0.6064063100079384,0.39359368999206157
351,Divergent,288885818,150947895,137937923,2014,0.5225174985917792,0.47748250140822074
352,Wedding Crashers,288467645,209255921,79211724,2005,0.7254051697894923,0.2745948302105077
353,Bridesmaids,288383523,169106725,119276798,2011,0.5863952393701772,0.4136047606298228
354,Maze Runner: The Death Cure,288175335,58032443,230142892,2018,0.2013789382772818,0.7986210617227182
355,American Pie 2,287553595,145103595,142450000,2001,0.5046140876798985,0.4953859123201016
356,Pitch Perfect 2,287144079,184296230,102847849,2015,0.6418249355578737,0.35817506444212627
357,Oblivion,286168572,89107235,197061337,2013,0.3113802273158074,0.6886197726841926
358,Elysium,286140700,93050117,193090583,2013,0.3251900795657521,0.6748099204342479
359,The Polar Express,286000505,162775358,123225147,2004,0.5691436034352457,0.43085639656475433
360,John Carter,284139100,73078100,211061000,2012,0.2571912841280908,0.7428087158719092
361,Turbo,282570682,83028128,199542554,2013,0.29383136074959115,0.7061686392504088
362,Bridget Jones's Diary,281929795,71543427,210386368,2001,0.25376327110087815,0.7462367288991218
363,The Tourist,278780441,67631157,211149284,2010,0.24259649191099458,0.7574035080890055
364,Split,278454358,138291365,140162993,2017,0.4966392553281569,0.5033607446718431
365,Scary Movie,278019771,157019771,121000000,2000,0.5647791537818366,0.43522084621816337
366,xXx,277448382,142109382,135339000,2002,0.5122011560334131,0.4877988439665869
367,The Bourne Legacy,276144750,113203870,162940880,2012,0.4099439514964525,0.5900560485035475
368,Mr. Peabody & Sherman,275698039,111506430,164191609,2014,0.4044512989807664,0.5955487010192336
369,Scooby-Doo,275650703,153294164,122356539,2002,0.556117442588202,0.44388255741179805
370,Lincoln,275293450,182207973,93085477,2012,0.6618681737614898,0.33813182623851024
371,Spirited Away,274925095,10055859,264869236,2001,0.03657672283426873,0.9634232771657313
372,Lara Croft: Tomb Raider,274703340,131168070,143535270,2001,0.4774898987394911,0.5225101012605089
373,Tomb Raider,274650803,58250803,216400000,2018,0.21209041577060309,0.7879095842293969
374,The Expendables,274470394,103068524,171401870,2010,0.3755178199656754,0.6244821800343245
375,Cloudy With a Chance of Meatballs 2,274325949,119793567,154532382,2013,0.43668332302023677,0.5633166769797632
376,Bad Boys II,273339556,138608444,134731112,2003,0.5070925190205547,0.4929074809794452
377,Lilo & Stitch,273144151,145794338,127349813,2002,0.5337633534023578,0.46623664659764213
378,Grown Ups,271430189,162001186,109429003,2010,0.5968429178671795,0.40315708213282053
379,Neighbors,270665134,150157400,120507734,2014,0.5547718606416444,0.44522813935835565
380,We're the Millers,269994119,150394119,119600000,2012,0.5570273884373015,0.4429726115626985
381,Epic,268426634,107518682,160907952,2013,0.4005514668861064,0.5994485331138936
382,Exodus: Gods and Kings,268175631,65014513,203161118,2014,0.24243259075243864,0.7575674092475614
383,Paddington,268047808,76271832,191775976,2014,0.2845456285171338,0.7154543714828662
384,Something's Gotta Give,265328738,124728738,140600000,2003,0.4700913249736257,0.5299086750263743
385,Bridget Jones: The Edge of Reason,265126918,40226215,224900703,2004,0.15172437149516443,0.8482756285048355
386,Charlie's Angels,264105545,125305545,138800000,2000,0.47445253373987284,0.5255474662601272
387,Robots,262511490,128200012,134311478,2005,0.48835962189693105,0.511640378103069
388,Knight and Day 2010 Re-release,261930436,76423035,185507401,2010,0.2917684411444266,0.7082315588555734
389,Terminator: Dark Fate,261119292,62253077,198866215,2019,0.23840856998034446,0.7615914300196556
390,The Lone Ranger,260502115,89302115,171200000,2013,0.34280763900899613,0.6571923609910039
391,Super 8,260095986,127004179,133091807,2011,0.4882973434276683,0.5117026565723317
392,Xun long jue,259368448,1243810,258124638,2015,0.004795533186827721,0.9952044668131723
393,Blade Runner 2049,259239658,92054159,167185499,2017,0.35509288860425825,0.6449071113957418
394,Charlie's Angels: Full Throttle,259175788,100830111,158345677,2003,0.38904139841951596,0.6109586015804841
395,Kung Fu Yoga,257743016,362657,257380359,2017,0.0014070487946800467,0.99859295120532
396,Parasite,257355036,53369749,203985287,2019,0.20737790808181425,0.7926220919181858
397,Annabelle,257047661,84273813,172773848,2014,0.3278528684997449,0.6721471315002551
398,The Village,256697520,114197520,142500000,2003,0.44487192552541993,0.55512807447458
399,Lost in Hong Kong,256283912,1302281,254981631,2015,0.005081399725161055,0.9949186002748389
400,Erin Brockovich,256271286,125595205,130676081,2000,0.4900869190627935,0.5099130809372066
401,Halloween,255485178,159342015,96143163,2018,0.6236839892136522,0.37631601078634785
402,Get Out,255407969,176040665,79367304,2017,0.6892528282858708,0.31074717171412924
403,Us,255184580,175084580,80100000,2019,0.6861095603817441,0.3138904396182559
404,Baahubali 2: The Conclusion,254158390,20186659,233971731,2017,0.07942550706274147,0.9205744929372586
405,Men in Black: International,253890701,80001807,173888894,2019,0.31510333653377876,0.6848966634662212
406,X-Men: Dark Phoenix,252442974,65845974,186597000,2019,0.26083504308580996,0.73916495691419
407,True Grit,252276927,171243005,81033922,2010,0.6787898007018296,0.32121019929817046
408,American Hustle,251171807,150117807,101054000,2013,0.5976698133162692,0.4023301866837308
409,Brother Bear,250397798,85336277,165061521,2003,0.34080282527085165,0.6591971747291484
410,The Ring,249348933,129128133,120220800,2002,0.5178611813029094,0.48213881869709063
411,Unbreakable,248118121,95011339,153106782,2000,0.3829278515292319,0.6170721484707681
412,Journey to the West: The Demons Strike Back,247585244,880346,246704898,2017,0.0035557288704976295,0.9964442711295024
413,Glass,246999039,111048468,135950571,2019,0.44959068848846817,0.5504093115115318
414,Grown Ups 2,246984278,133668525,113315753,2013,0.5412025659382255,0.4587974340617746
415,The Peanuts Movie,246233113,130178411,116054702,2015,0.5286795484732388,0.47132045152676116
416,Rango,245724603,123477607,122246996,2011,0.5025040451484624,0.4974959548515376
417,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,82051601,163572247,2016,0.3340538863311025,0.6659461136688974
418,Dark Shadows,245527149,79727149,165800000,2012,0.3247182616045446,0.6752817383954554
419,Hulk,245285165,132177234,113107931,2003,0.5388717006183394,0.4611282993816605
420,The Bravest,245179562,290217,244889345,2019,0.0011836916488169597,0.9988163083511831
421,Love Actually,244931766,59696144,185235622,2003,0.24372560968674026,0.7562743903132597
422,Pixels,244874809,78747585,166127224,2015,0.3215830379677805,0.6784169620322195
423,Hercules,244819862,72688614,172131248,2014,0.29690652304999665,0.7030934769500033
424,After Earth,243611982,60522097,183089885,2013,0.24843645416422908,0.7515635458357709
425,8 Mile,242875078,116750901,126124177,2002,0.48070350388111865,0.5192964961188813
426,Daddy's Home,242786137,150357137,92429000,2015,0.6192986916711806,0.38070130832881943
427,RoboCop,242688965,58607007,184081958,2014,0.24149020125410317,0.7585097987458969
428,Alien: Covenant,240891763,74262031,166629732,2017,0.3082796608533269,0.6917203391466731
429,Sully,240797623,125070033,115727590,2016,0.5193989518742052,0.48060104812579485
430,Assassin's Creed,240697856,54647948,186049908,2016,0.2270396126835463,0.7729603873164537
431,Resident Evil: Retribution,240159255,42345531,197813724,2012,0.17632271136084263,0.8236772886391573
432,Planes,239258712,90288712,148970000,2013,0.37736854489127236,0.6226314551087276
433,Crazy Rich Asians,238532921,174532921,64000000,2018,0.7316932198218459,0.2683067801781541
434,Gulliver's Travels,237382724,42779261,194603463,2010,0.1802121918526809,0.8197878081473191
435,Gone in 60 Seconds,237202299,101648571,135553728,2000,0.4285311374659147,0.5714688625340854
436,Silver Linings Playbook,236412453,132092958,104319495,2012,0.5587394247797937,0.44126057522020634
437,2 Fast 2 Furious,236350661,127154901,109195760,2003,0.5379925762086191,0.4620074237913809
438,Hidden Figures,235956898,169607287,66349611,2016,0.7188062245164792,0.2811937754835207
439,A.I. Artificial Intelligence,235926552,78616689,157309863,2001,0.33322527004082186,0.6667747299591782
440,Spy,235666219,110825712,124840507,2015,0.47026558354551445,0.5297344164544856
441,Howl's Moving Castle,235347345,4711096,230636249,2004,0.020017629686878344,0.9799823703131216
442,American Reunion,234989584,57011521,177978063,2012,0.24261297045404362,0.7573870295459564
443,Alvin and the Chipmunks: The Road Chip,234798636,85886987,148911649,2015,0.3657899741802589,0.6342100258197412
444,The Imitation Game,233555708,91125683,142430025,2014,0.39016679909188945,0.6098332009081106
445,American Wedding,232722935,104565114,128157821,2003,0.4493115987902095,0.5506884012097906
446,The Girl with the Dragon Tattoo,232617430,102515793,130101637,2011,0.44070555246010584,0.5592944475398941
447,Argo,232325503,136025503,96300000,2012,0.5854953556261105,0.4145046443738895
448,Annabelle Comes Home,231252591,74152591,157100000,2019,0.32065626023623667,0.6793437397637634
449,Constantine,230884728,75976178,154908550,2005,0.32906541137705736,0.6709345886229426
450,The Heat,229930771,159582188,70348583,2013,0.6940445043782331,0.30595549562176694
451,Ghostbusters,229147509,128350574,100796935,2016,0.5601220565744837,0.43987794342551634
452,Goodbye Mr. Loser,228122928,1293626,226829302,2015,0.005670740820931423,0.9943292591790686
453,Paddington 2,227978523,40891591,187086932,2017,0.17936597913655225,0.8206340208634477
454,The Green Hornet,227817248,98780042,129037206,2011,0.4335933423267408,0.5664066576732593
455,Youth,227091290,1891956,225199334,2017,0.00833125744276674,0.9916687425572333
456,Baby Driver,226945087,107825862,119119225,2017,0.47511873213628986,0.5248812678637101
457,Immortals,226904017,83504017,143400000,2011,0.3680147143450528,0.6319852856549473
458,Percy Jackson & the Olympians: The Lightning Thief,226497209,88768303,137728906,2010,0.39191786685548075,0.6080821331445192
459,Hansel & Gretel: Witch Hunters,226349749,55703475,170646274,2013,0.2460947062945495,0.7539052937054505
460,Valerian and the City of a Thousand Planets,225874228,41189488,184684740,2017,0.18235585513545174,0.8176441448645483
461,Ford v Ferrari,225508210,117624357,107883853,2019,0.521596783549477,0.47840321645052303
462,Better Days,225320294,1921657,223398637,2019,0.008528557130322224,0.9914714428696778
463,The Social Network,224920315,96962694,127957621,2010,0.4310979824121267,0.5689020175878733
464,Chicken Run,224834564,106834564,118000000,2000,0.47516966297050306,0.524830337029497
465,Flightplan,223387299,89707299,133680000,2005,0.40157743704130644,0.5984225629586936
466,Dolittle,223343452,77047065,146296387,2020,0.34497122843789485,0.6550287715621051
467,Non-Stop,222809600,92168600,130641000,2014,0.4136652998793589,0.5863347001206412
468,Fahrenheit 9/11,222446882,119194771,103252111,2004,0.5358347571713772,0.4641652428286228
469,Geostorm,221600160,33700160,187900000,2017,0.15207642449355632,0.8479235755064437
